Time,Initial_ratio_Triple,Treatment,Replicate,Ratio_startcycle,Triple,G238S,Ratio,CTX,Unique_code
96,0.9,2,8,0.649487213,1.02E+08,1.66E+08,0.38035302,12.5,0.9_12.5_T96_Repl8
144,0.1,0.2,1,0,392460000,140000,0.999643403,12.5,0.1_12.5_T144_Repl1
144,0.1,0.2,2,0,391700000,1320000,0.996641392,12.5,0.1_12.5_T144_Repl2
144,0.1,0.2,3,0,386600000,2780000,0.992860445,12.5,0.1_12.5_T144_Repl3
144,0.1,0.2,4,0,393940000,400000,0.998985647,12.5,0.1_12.5_T144_Repl4
144,0.1,0.2,5,0,394820000,240000,0.999392497,12.5,0.1_12.5_T144_Repl5
144,0.1,0.2,6,0,394180000,200000,0.999492875,12.5,0.1_12.5_T144_Repl6
144,0.1,0.2,7,0,394860000,160000,0.999594957,12.5,0.1_12.5_T144_Repl7
144,0.1,0.2,8,0,393480000,180000,0.999542753,12.5,0.1_12.5_T144_Repl8
144,0.1,0.43,1,0,6320000,358720000,0.017313171,12.5,0.1_12.5_T144_Repl1
144,0.1,0.43,2,0,8440000,357440000,0.023067672,12.5,0.1_12.5_T144_Repl2
144,0.1,0.43,3,0,7900000,328160000,0.023507707,12.5,0.1_12.5_T144_Repl3
144,0.1,0.43,4,0,28780000,315140000,0.083682252,12.5,0.1_12.5_T144_Repl4
144,0.1,0.43,5,0,393680000,0,1,12.5,0.1_12.5_T144_Repl5
144,0.1,0.43,6,0,8340000,357360000,0.022805578,12.5,0.1_12.5_T144_Repl6
144,0.1,0.43,7,0,8840000,356720000,0.024182077,12.5,0.1_12.5_T144_Repl7
144,0.1,0.43,8,0,7720000,353120000,0.021394524,12.5,0.1_12.5_T144_Repl8
144,0.1,0.93,1,0,9590000,123180000,0.072230172,12.5,0.1_12.5_T144_Repl1
144,0.1,0.93,2,0,9080000,125380000,0.067529377,12.5,0.1_12.5_T144_Repl2
144,0.1,0.93,3,0,4610000,108870000,0.040623898,12.5,0.1_12.5_T144_Repl3
144,0.1,0.93,4,0,8040000,250900000,0.031049664,12.5,0.1_12.5_T144_Repl4
144,0.1,0.93,5,0,15400000,270240000,0.053914018,12.5,0.1_12.5_T144_Repl5
144,0.1,0.93,6,0,6520000,131440000,0.047260075,12.5,0.1_12.5_T144_Repl6
144,0.1,0.93,7,0,15560000,125730000,0.110128105,12.5,0.1_12.5_T144_Repl7
144,0.1,0.93,8,0,23970000,113690000,0.174124655,12.5,0.1_12.5_T144_Repl8
144,0.1,2,1,0,7660000,301900000,0.024744799,12.5,0.1_12.5_T144_Repl1
144,0.1,2,2,0,3380000,142840000,0.023115853,12.5,0.1_12.5_T144_Repl2
144,0.1,2,3,0,4340000,292880000,0.014601978,12.5,0.1_12.5_T144_Repl3
144,0.1,2,4,0,8730000,133560000,0.061353574,12.5,0.1_12.5_T144_Repl4
144,0.1,2,5,0,4180000,146850000,0.027676621,12.5,0.1_12.5_T144_Repl5
144,0.1,2,6,0,3480000,144140000,0.023574041,12.5,0.1_12.5_T144_Repl6
144,0.1,2,7,0,25310000,119350000,0.17496198,12.5,0.1_12.5_T144_Repl7
144,0.1,2,8,0,13120000,131640000,0.090632771,12.5,0.1_12.5_T144_Repl8
144,0.5,0.2,1,0,12600000,162900000,0.071794872,12.5,0.5_12.5_T144_Repl1
144,0.5,0.2,2,0,7430000,170470000,0.041765037,12.5,0.5_12.5_T144_Repl2
144,0.5,0.2,3,0,7230000,146240000,0.047110184,12.5,0.5_12.5_T144_Repl3
144,0.5,0.2,4,0,9260000,167500000,0.052387418,12.5,0.5_12.5_T144_Repl4
144,0.5,0.2,5,0,9490000,168420000,0.053341577,12.5,0.5_12.5_T144_Repl5
144,0.5,0.2,6,0,11420000,163840000,0.065160333,12.5,0.5_12.5_T144_Repl6
144,0.5,0.2,7,0,41110000,116900000,0.260173407,12.5,0.5_12.5_T144_Repl7
144,0.5,0.2,8,0,29360000,129400000,0.184933233,12.5,0.5_12.5_T144_Repl8
144,0.5,0.43,1,0,10620000,351380000,0.029337017,12.5,0.5_12.5_T144_Repl1
144,0.5,0.43,2,0,11980000,351560000,0.032953733,12.5,0.5_12.5_T144_Repl2
144,0.5,0.43,3,0,14280000,341080000,0.040184602,12.5,0.5_12.5_T144_Repl3
144,0.5,0.43,4,0,11760000,348060000,0.032683008,12.5,0.5_12.5_T144_Repl4
144,0.5,0.43,5,0,10260000,358100000,0.027853187,12.5,0.5_12.5_T144_Repl5
144,0.5,0.43,6,0,13980000,343840000,0.039069923,12.5,0.5_12.5_T144_Repl6
144,0.5,0.43,7,0,15520000,339560000,0.04370846,12.5,0.5_12.5_T144_Repl7
144,0.5,0.43,8,0,11460000,342160000,0.032407669,12.5,0.5_12.5_T144_Repl8
144,0.5,0.93,1,0,15060000,327740000,0.043932322,12.5,0.5_12.5_T144_Repl1
144,0.5,0.93,2,0,14820000,335140000,0.042347697,12.5,0.5_12.5_T144_Repl2
144,0.5,0.93,3,0,11020000,324980000,0.032797619,12.5,0.5_12.5_T144_Repl3
144,0.5,0.93,4,0,13160000,325000000,0.038916489,12.5,0.5_12.5_T144_Repl4
144,0.5,0.93,5,0,9640000,340140000,0.027560181,12.5,0.5_12.5_T144_Repl5
144,0.5,0.93,6,0,9000000,347540000,0.02524261,12.5,0.5_12.5_T144_Repl6
144,0.5,0.93,7,0,14000000,337800000,0.039795338,12.5,0.5_12.5_T144_Repl7
144,0.5,0.93,8,0,20480000,331680000,0.058155384,12.5,0.5_12.5_T144_Repl8
144,0.5,2,1,0,9420000,316840000,0.028872678,12.5,0.5_12.5_T144_Repl1
144,0.5,2,2,0,9140000,340340000,0.026153142,12.5,0.5_12.5_T144_Repl2
144,0.5,2,3,0,7200000,350400000,0.020134228,12.5,0.5_12.5_T144_Repl3
144,0.5,2,4,0,14020000,337140000,0.039924821,12.5,0.5_12.5_T144_Repl4
144,0.5,2,5,0,17060000,332200000,0.048846132,12.5,0.5_12.5_T144_Repl5
144,0.5,2,6,0,14660000,339020000,0.041449898,12.5,0.5_12.5_T144_Repl6
144,0.5,2,7,0.052659434,18440000,339660000,0.051493996,12.5,0.5_12.5_T144_Repl7
144,0.5,2,8,0.052805281,20320000,328900000,0.058186816,12.5,0.5_12.5_T144_Repl8
144,0.9,0.2,1,0.090872591,32540000,317680000,0.092913026,12.5,0.9_12.5_T144_Repl1
144,0.9,0.2,2,0.184274225,49420000,293260000,0.144216178,12.5,0.9_12.5_T144_Repl2
144,0.9,0.2,3,0.086606049,24680000,331640000,0.069263583,12.5,0.9_12.5_T144_Repl3
144,0.9,0.2,4,0.28192322,85240000,217720000,0.281357275,12.5,0.9_12.5_T144_Repl4
144,0.9,0.2,5,0.107754411,33720000,312860000,0.097293554,12.5,0.9_12.5_T144_Repl5
144,0.9,0.2,6,0.207486041,65620000,255460000,0.204372742,12.5,0.9_12.5_T144_Repl6
144,0.9,0.2,7,0.122914203,39680000,301940000,0.11615245,12.5,0.9_12.5_T144_Repl7
144,0.9,0.2,8,0.176827192,54560000,285460000,0.160461149,12.5,0.9_12.5_T144_Repl8
144,0.9,0.43,1,0.161692404,25880000,313720000,0.076207303,12.5,0.9_12.5_T144_Repl1
144,0.9,0.43,2,0.222509309,50540000,270620000,0.157367044,12.5,0.9_12.5_T144_Repl2
144,0.9,0.43,3,0.171637551,34300000,293420000,0.104662517,12.5,0.9_12.5_T144_Repl3
144,0.9,0.43,4,0.120260101,30600000,304400000,0.091343284,12.5,0.9_12.5_T144_Repl4
144,0.9,0.43,5,0.22165558,47800000,265360000,0.152637629,12.5,0.9_12.5_T144_Repl5
144,0.9,0.43,6,0.146124005,25180000,323580000,0.072198647,12.5,0.9_12.5_T144_Repl6
144,0.9,0.43,7,0.237205227,45220000,281440000,0.138431397,12.5,0.9_12.5_T144_Repl7
144,0.9,0.43,8,0.129768438,24960000,326740000,0.070969576,12.5,0.9_12.5_T144_Repl8
144,0.9,0.93,1,0.242337644,56880000,257640000,0.180847005,12.5,0.9_12.5_T144_Repl1
144,0.9,0.93,2,0.316742398,85240000,222900000,0.276627507,12.5,0.9_12.5_T144_Repl2
144,0.9,0.93,3,0.191311138,52700000,258560000,0.169311829,12.5,0.9_12.5_T144_Repl3
144,0.9,0.93,4,0.236283312,53680000,234120000,0.186518416,12.5,0.9_12.5_T144_Repl4
144,0.9,0.93,5,0.332258065,89240000,190540000,0.318964901,12.5,0.9_12.5_T144_Repl5
144,0.9,0.93,6,0.357360708,90940000,203480000,0.308878473,12.5,0.9_12.5_T144_Repl6
144,0.9,0.93,7,0.210648148,42460000,282660000,0.130597933,12.5,0.9_12.5_T144_Repl7
144,0.9,0.93,8,0.344817411,87260000,233920000,0.271685659,12.5,0.9_12.5_T144_Repl8
144,0.9,2,1,0.364528083,97440000,196360000,0.331654187,12.5,0.9_12.5_T144_Repl1
144,0.9,2,2,0.39843407,123060000,172560000,0.416277654,12.5,0.9_12.5_T144_Repl2
144,0.9,2,3,0.379729336,103700000,184860000,0.359370668,12.5,0.9_12.5_T144_Repl3
144,0.9,2,4,0.223268893,62260000,236860000,0.208143889,12.5,0.9_12.5_T144_Repl4
144,0.9,2,5,0.475596857,137860000,156540000,0.468274457,12.5,0.9_12.5_T144_Repl5
144,0.9,2,6,0.482636755,135260000,158760000,0.460036732,12.5,0.9_12.5_T144_Repl6
144,0.9,2,7,0.407146143,111120000,187780000,0.371763131,12.5,0.9_12.5_T144_Repl7
144,0.9,2,8,0.38035302,111540000,190680000,0.36906889,12.5,0.9_12.5_T144_Repl8
192,0.1,0.2,1,0.999643403,396100000,0,1,12.5,0.1_12.5_T192_Repl1
192,0.1,0.2,2,0.996641392,390760000,2400000,0.993895615,12.5,0.1_12.5_T192_Repl2
192,0.1,0.2,3,0.992860445,378740000,5860000,0.984763391,12.5,0.1_12.5_T192_Repl3
192,0.1,0.2,4,0.998985647,396700000,200000,0.999496095,12.5,0.1_12.5_T192_Repl4
192,0.1,0.2,5,0.999392497,396360000,80000,0.999798204,12.5,0.1_12.5_T192_Repl5
192,0.1,0.2,6,0.999492875,395420000,280000,0.999292393,12.5,0.1_12.5_T192_Repl6
192,0.1,0.2,7,0.999594957,397000000,40000,0.999899254,12.5,0.1_12.5_T192_Repl7
192,0.1,0.2,8,0.999542753,396100000,180000,0.999545776,12.5,0.1_12.5_T192_Repl8
192,0.1,0.43,1,0.017313171,11260000,140890000,0.074005915,12.5,0.1_12.5_T192_Repl1
192,0.1,0.43,2,0.023067672,11040000,350140000,0.030566477,12.5,0.1_12.5_T192_Repl2
192,0.1,0.43,3,0.023507707,43930000,96950000,0.311825667,12.5,0.1_12.5_T192_Repl3
192,0.1,0.43,4,0.083682252,44020000,302680000,0.126968561,12.5,0.1_12.5_T192_Repl4
192,0.1,0.43,5,1,395940000,0,1,12.5,0.1_12.5_T192_Repl5
192,0.1,0.43,6,0.022805578,11020000,352440000,0.030319705,12.5,0.1_12.5_T192_Repl6
192,0.1,0.43,7,0.024182077,8140000,357240000,0.022278176,12.5,0.1_12.5_T192_Repl7
192,0.1,0.43,8,0.021394524,6600000,363420000,0.017836874,12.5,0.1_12.5_T192_Repl8
192,0.1,0.93,1,0.072230172,87140000,239700000,0.266613634,12.5,0.1_12.5_T192_Repl1
192,0.1,0.93,2,0.067529377,38700000,305760000,0.112349765,12.5,0.1_12.5_T192_Repl2
192,0.1,0.93,3,0.040623898,161520000,129760000,0.55451799,12.5,0.1_12.5_T192_Repl3
192,0.1,0.93,4,0.031049664,12360000,350140000,0.034096552,12.5,0.1_12.5_T192_Repl4
192,0.1,0.93,5,0.053914018,61500000,278960000,0.18063796,12.5,0.1_12.5_T192_Repl5
192,0.1,0.93,6,0.047260075,22940000,336200000,0.063874812,12.5,0.1_12.5_T192_Repl6
192,0.1,0.93,7,0.110128105,28160000,326240000,0.079458239,12.5,0.1_12.5_T192_Repl7
192,0.1,0.93,8,0.174124655,14480000,350700000,0.039651679,12.5,0.1_12.5_T192_Repl8
192,0.1,2,1,0.024744799,55720000,283740000,0.164143051,12.5,0.1_12.5_T192_Repl1
192,0.1,2,2,0.023115853,28030000,140140000,0.166676577,12.5,0.1_12.5_T192_Repl2
192,0.1,2,3,0.014601978,16010000,157330000,0.092361832,12.5,0.1_12.5_T192_Repl3
192,0.1,2,4,0.061353574,38560000,307460000,0.111438645,12.5,0.1_12.5_T192_Repl4
192,0.1,2,5,0.027676621,43420000,300140000,0.126382582,12.5,0.1_12.5_T192_Repl5
192,0.1,2,6,0.023574041,33180000,316820000,0.0948,12.5,0.1_12.5_T192_Repl6
192,0.1,2,7,0.17496198,25320000,327060000,0.071854248,12.5,0.1_12.5_T192_Repl7
192,0.1,2,8,0.090632771,21880000,334140000,0.061457222,12.5,0.1_12.5_T192_Repl8
192,0.5,0.2,1,0.071794872,19460000,344880000,0.053411648,12.5,0.5_12.5_T192_Repl1
192,0.5,0.2,2,0.041765037,32970000,129530000,0.202892308,12.5,0.5_12.5_T192_Repl2
192,0.5,0.2,3,0.047110184,18460000,159920000,0.103486938,12.5,0.5_12.5_T192_Repl3
192,0.5,0.2,4,0.052387418,34720000,128730000,0.2124197,12.5,0.5_12.5_T192_Repl4
192,0.5,0.2,5,0.053341577,27360000,332860000,0.075953584,12.5,0.5_12.5_T192_Repl5
192,0.5,0.2,6,0.065160333,19570000,155880000,0.11154175,12.5,0.5_12.5_T192_Repl6
192,0.5,0.2,7,0.260173407,60300000,274840000,0.179924808,12.5,0.5_12.5_T192_Repl7
192,0.5,0.2,8,0.184933233,28860000,329960000,0.080430299,12.5,0.5_12.5_T192_Repl8
192,0.5,0.43,1,0.029337017,13440000,344900000,0.037506279,12.5,0.5_12.5_T192_Repl1
192,0.5,0.43,2,0.032953733,10640000,169720000,0.058993125,12.5,0.5_12.5_T192_Repl2
192,0.5,0.43,3,0.040184602,15840000,162440000,0.088849002,12.5,0.5_12.5_T192_Repl3
192,0.5,0.43,4,0.032683008,15700000,347000000,0.043286463,12.5,0.5_12.5_T192_Repl4
192,0.5,0.43,5,0.027853187,12590000,166930000,0.070131462,12.5,0.5_12.5_T192_Repl5
192,0.5,0.43,6,0.039069923,12740000,351480000,0.034978859,12.5,0.5_12.5_T192_Repl6
192,0.5,0.43,7,0.04370846,9640000,360320000,0.026056871,12.5,0.5_12.5_T192_Repl7
192,0.5,0.43,8,0.032407669,11280000,356040000,0.030708919,12.5,0.5_12.5_T192_Repl8
192,0.5,0.93,1,0.043932322,14420000,353060000,0.039240231,12.5,0.5_12.5_T192_Repl1
192,0.5,0.93,2,0.042347697,12760000,352620000,0.034922546,12.5,0.5_12.5_T192_Repl2
192,0.5,0.93,3,0.032797619,14600000,347340000,0.040338178,12.5,0.5_12.5_T192_Repl3
192,0.5,0.93,4,0.038916489,11420000,353920000,0.031258554,12.5,0.5_12.5_T192_Repl4
192,0.5,0.93,5,0.027560181,12620000,349840000,0.034817635,12.5,0.5_12.5_T192_Repl5
192,0.5,0.93,6,0.02524261,10340000,358020000,0.028070366,12.5,0.5_12.5_T192_Repl6
192,0.5,0.93,7,0.039795338,12000000,355060000,0.032692203,12.5,0.5_12.5_T192_Repl7
192,0.5,0.93,8,0.058155384,16000000,347600000,0.0440044,12.5,0.5_12.5_T192_Repl8
192,0.5,2,1,0.028872678,9280000,338160000,0.026709648,12.5,0.5_12.5_T192_Repl1
192,0.5,2,2,0.026153142,17100000,325880000,0.049857135,12.5,0.5_12.5_T192_Repl2
192,0.5,2,3,0.020134228,28810000,122490000,0.190416391,12.5,0.5_12.5_T192_Repl3
192,0.5,2,4,0.039924821,15610000,157780000,0.09002826,12.5,0.5_12.5_T192_Repl4
192,0.5,2,5,0.048846132,18780000,147970000,0.112623688,12.5,0.5_12.5_T192_Repl5
192,0.5,2,6,0.041449898,29880000,307260000,0.08862787,12.5,0.5_12.5_T192_Repl6
192,0.5,2,7,0.051493996,28780000,315420000,0.083614178,12.5,0.5_12.5_T192_Repl7
192,0.5,2,8,0.058186816,16300000,347680000,0.04478268,12.5,0.5_12.5_T192_Repl8
192,0.9,0.2,1,0.092913026,18860000,351400000,0.050937179,12.5,0.9_12.5_T192_Repl1
192,0.9,0.2,2,0.144216178,37880000,314300000,0.107558635,12.5,0.9_12.5_T192_Repl2
192,0.9,0.2,3,0.069263583,29340000,135520000,0.177969186,12.5,0.9_12.5_T192_Repl3
192,0.9,0.2,4,0.281357275,57950000,104160000,0.357473321,12.5,0.9_12.5_T192_Repl4
192,0.9,0.2,5,0.097293554,28200000,143610000,0.1641348,12.5,0.9_12.5_T192_Repl5
192,0.9,0.2,6,0.204372742,36680000,312660000,0.104997996,12.5,0.9_12.5_T192_Repl6
192,0.9,0.2,7,0.11615245,28560000,137960000,0.17151093,12.5,0.9_12.5_T192_Repl7
192,0.9,0.2,8,0.160461149,78620000,253840000,0.236479576,12.5,0.9_12.5_T192_Repl8
192,0.9,0.43,1,0.076207303,49000000,295320000,0.14230948,12.5,0.9_12.5_T192_Repl1
192,0.9,0.43,2,0.157367044,76640000,250420000,0.234330092,12.5,0.9_12.5_T192_Repl2
192,0.9,0.43,3,0.104662517,49610000,119630000,0.293134011,12.5,0.9_12.5_T192_Repl3
192,0.9,0.43,4,0.091343284,48860000,296900000,0.141311893,12.5,0.9_12.5_T192_Repl4
192,0.9,0.43,5,0.152637629,72300000,262640000,0.215859557,12.5,0.9_12.5_T192_Repl5
192,0.9,0.43,6,0.072198647,45320000,303440000,0.129946095,12.5,0.9_12.5_T192_Repl6
192,0.9,0.43,7,0.138431397,59260000,277560000,0.175939671,12.5,0.9_12.5_T192_Repl7
192,0.9,0.43,8,0.070969576,35640000,311480000,0.102673427,12.5,0.9_12.5_T192_Repl8
192,0.9,0.93,1,0.180847005,80140000,252740000,0.240747416,12.5,0.9_12.5_T192_Repl1
192,0.9,0.93,2,0.276627507,64520000,266120000,0.195136705,12.5,0.9_12.5_T192_Repl2
192,0.9,0.93,3,0.169311829,82500000,249160000,0.248748719,12.5,0.9_12.5_T192_Repl3
192,0.9,0.93,4,0.186518416,53120000,285840000,0.156714657,12.5,0.9_12.5_T192_Repl4
192,0.9,0.93,5,0.318964901,71820000,251780000,0.221940667,12.5,0.9_12.5_T192_Repl5
192,0.9,0.93,6,0.308878473,74200000,251940000,0.227509658,12.5,0.9_12.5_T192_Repl6
192,0.9,0.93,7,0.130597933,47340000,289640000,0.140483115,12.5,0.9_12.5_T192_Repl7
192,0.9,0.93,8,0.271685659,65380000,259960000,0.200958997,12.5,0.9_12.5_T192_Repl8
192,0.9,2,1,0.331654187,76500000,242160000,0.240067784,12.5,0.9_12.5_T192_Repl1
192,0.9,2,2,0.416277654,84900000,198420000,0.299661161,12.5,0.9_12.5_T192_Repl2
192,0.9,2,3,0.359370668,117080000,200720000,0.368407804,12.5,0.9_12.5_T192_Repl3
192,0.9,2,4,0.208143889,40640000,286540000,0.124212971,12.5,0.9_12.5_T192_Repl4
192,0.9,2,5,0.468274457,97020000,169860000,0.363534173,12.5,0.9_12.5_T192_Repl5
192,0.9,2,6,0.460036732,110060000,182740000,0.375887978,12.5,0.9_12.5_T192_Repl6
192,0.9,2,7,0.371763131,85580000,214560000,0.285133604,12.5,0.9_12.5_T192_Repl7
192,0.9,2,8,0.36906889,90300000,212600000,0.298118191,12.5,0.9_12.5_T192_Repl8
240,0.1,0.2,1,1,386980000,20000,0.99994832,12.5,0.1_12.5_T240_Repl1
240,0.1,0.2,2,0.993895615,379620000,4860000,0.987359551,12.5,0.1_12.5_T240_Repl2
240,0.1,0.2,3,0.984763391,345500000,15600000,0.956798671,12.5,0.1_12.5_T240_Repl3
240,0.1,0.2,4,0.999496095,392320000,300000,0.999235902,12.5,0.1_12.5_T240_Repl4
240,0.1,0.2,5,0.999798204,392300000,40000,0.999898048,12.5,0.1_12.5_T240_Repl5
240,0.1,0.2,6,0.999292393,391400000,540000,0.998622238,12.5,0.1_12.5_T240_Repl6
240,0.1,0.2,7,0.999899254,394940000,80000,0.999797479,12.5,0.1_12.5_T240_Repl7
240,0.1,0.2,8,0.999545776,392720000,320000,0.999185834,12.5,0.1_12.5_T240_Repl8
240,0.1,0.43,1,0.074005915,7420000,364700000,0.019939804,12.5,0.1_12.5_T240_Repl1
240,0.1,0.43,2,0.030566477,32560000,308220000,0.095545513,12.5,0.1_12.5_T240_Repl2
240,0.1,0.43,3,0.311825667,26160000,330740000,0.073297843,12.5,0.1_12.5_T240_Repl3
240,0.1,0.43,4,0.126968561,14520000,344640000,0.040427665,12.5,0.1_12.5_T240_Repl4
240,0.1,0.43,5,1,394040000,0,1,12.5,0.1_12.5_T240_Repl5
240,0.1,0.43,6,0.030319705,18750000,138410000,0.119305167,12.5,0.1_12.5_T240_Repl6
240,0.1,0.43,7,0.022278176,32680000,301740000,0.097721428,12.5,0.1_12.5_T240_Repl7
240,0.1,0.43,8,0.017836874,24880000,320120000,0.072115942,12.5,0.1_12.5_T240_Repl8
240,0.1,0.93,1,0.266613634,25860000,326980000,0.07329101,12.5,0.1_12.5_T240_Repl1
240,0.1,0.93,2,0.112349765,12140000,357660000,0.032828556,12.5,0.1_12.5_T240_Repl2
240,0.1,0.93,3,0.55451799,66460000,254180000,0.207272954,12.5,0.1_12.5_T240_Repl3
240,0.1,0.93,4,0.034096552,11660000,358320000,0.031515217,12.5,0.1_12.5_T240_Repl4
240,0.1,0.93,5,0.18063796,45920000,293160000,0.135425268,12.5,0.1_12.5_T240_Repl5
240,0.1,0.93,6,0.063874812,11240000,357740000,0.030462356,12.5,0.1_12.5_T240_Repl6
240,0.1,0.93,7,0.079458239,26040000,327240000,0.073709239,12.5,0.1_12.5_T240_Repl7
240,0.1,0.93,8,0.039651679,23720000,324160000,0.068184431,12.5,0.1_12.5_T240_Repl8
240,0.1,2,1,0.164143051,52180000,280640000,0.156781443,12.5,0.1_12.5_T240_Repl1
240,0.1,2,2,0.166676577,32920000,315280000,0.094543366,12.5,0.1_12.5_T240_Repl2
240,0.1,2,3,0.092361832,37100000,126420000,0.226883562,12.5,0.1_12.5_T240_Repl3
240,0.1,2,4,0.111438645,39140000,301640000,0.114854158,12.5,0.1_12.5_T240_Repl4
240,0.1,2,5,0.126382582,32580000,317000000,0.093197551,12.5,0.1_12.5_T240_Repl5
240,0.1,2,6,0.0948,17140000,343700000,0.047500277,12.5,0.1_12.5_T240_Repl6
240,0.1,2,7,0.071854248,31440000,303700000,0.093811541,12.5,0.1_12.5_T240_Repl7
240,0.1,2,8,0.061457222,17040000,341900000,0.047473115,12.5,0.1_12.5_T240_Repl8
240,0.5,0.2,1,0.053411648,15770000,154660000,0.092530658,12.5,0.5_12.5_T240_Repl1
240,0.5,0.2,2,0.202892308,12840000,165220000,0.072110525,12.5,0.5_12.5_T240_Repl2
240,0.5,0.2,3,0.103486938,23790000,145250000,0.14073592,12.5,0.5_12.5_T240_Repl3
240,0.5,0.2,4,0.2124197,43420000,113960000,0.275892744,12.5,0.5_12.5_T240_Repl4
240,0.5,0.2,5,0.075953584,35700000,119900000,0.229434447,12.5,0.5_12.5_T240_Repl5
240,0.5,0.2,6,0.11154175,30780000,130890000,0.190387827,12.5,0.5_12.5_T240_Repl6
240,0.5,0.2,7,0.179924808,67560000,85440000,0.441568627,12.5,0.5_12.5_T240_Repl7
240,0.5,0.2,8,0.080430299,23280000,143520000,0.139568345,12.5,0.5_12.5_T240_Repl8
240,0.5,0.43,1,0.037506279,27810000,131570000,0.174488643,12.5,0.5_12.5_T240_Repl1
240,0.5,0.43,2,0.058993125,36400000,299260000,0.108443067,12.5,0.5_12.5_T240_Repl2
240,0.5,0.43,3,0.088849002,161400000,109520000,0.595747822,12.5,0.5_12.5_T240_Repl3
240,0.5,0.43,4,0.043286463,47590000,91230000,0.342818038,12.5,0.5_12.5_T240_Repl4
240,0.5,0.43,5,0.070131462,27830000,124740000,0.182408075,12.5,0.5_12.5_T240_Repl5
240,0.5,0.43,6,0.034978859,24010000,117470000,0.169705966,12.5,0.5_12.5_T240_Repl6
240,0.5,0.43,7,0.026056871,23070000,132890000,0.147922544,12.5,0.5_12.5_T240_Repl7
240,0.5,0.43,8,0.030708919,34860000,298740000,0.104496403,12.5,0.5_12.5_T240_Repl8
240,0.5,0.93,1,0.039240231,28840000,133760000,0.177367774,12.5,0.5_12.5_T240_Repl1
240,0.5,0.93,2,0.034922546,22520000,139730000,0.138798151,12.5,0.5_12.5_T240_Repl2
240,0.5,0.93,3,0.040338178,40010000,101650000,0.282436821,12.5,0.5_12.5_T240_Repl3
240,0.5,0.93,4,0.031258554,39280000,287700000,0.120129672,12.5,0.5_12.5_T240_Repl4
240,0.5,0.93,5,0.034817635,38560000,104200000,0.27010367,12.5,0.5_12.5_T240_Repl5
240,0.5,0.93,6,0.028070366,35640000,112470000,0.240631963,12.5,0.5_12.5_T240_Repl6
240,0.5,0.93,7,0.032692203,27650000,132010000,0.173180509,12.5,0.5_12.5_T240_Repl7
240,0.5,0.93,8,0.0440044,45540000,288980000,0.136135358,12.5,0.5_12.5_T240_Repl8
240,0.5,2,1,0.026709648,27300000,300080000,0.083389333,12.5,0.5_12.5_T240_Repl1
240,0.5,2,2,0.049857135,20300000,146360000,0.121804872,12.5,0.5_12.5_T240_Repl2
240,0.5,2,3,0.190416391,33060000,316860000,0.094478738,12.5,0.5_12.5_T240_Repl3
240,0.5,2,4,0.09002826,40160000,302740000,0.117118693,12.5,0.5_12.5_T240_Repl4
240,0.5,2,5,0.112623688,39520000,306660000,0.114160263,12.5,0.5_12.5_T240_Repl5
240,0.5,2,6,0.08862787,27760000,321680000,0.079441392,12.5,0.5_12.5_T240_Repl6
240,0.5,2,7,0.083614178,39780000,298440000,0.117615753,12.5,0.5_12.5_T240_Repl7
240,0.5,2,8,0.04478268,39440000,283000000,0.12231733,12.5,0.5_12.5_T240_Repl8
240,0.9,0.2,1,0.050937179,14250000,158370000,0.082551269,12.5,0.9_12.5_T240_Repl1
240,0.9,0.2,2,0.107558635,26580000,139870000,0.159687594,12.5,0.9_12.5_T240_Repl2
240,0.9,0.2,3,0.177969186,33860000,126640000,0.210965732,12.5,0.9_12.5_T240_Repl3
240,0.9,0.2,4,0.357473321,93280000,231280000,0.287404486,12.5,0.9_12.5_T240_Repl4
240,0.9,0.2,5,0.1641348,38450000,121600000,0.240237426,12.5,0.9_12.5_T240_Repl5
240,0.9,0.2,6,0.104997996,36390000,117740000,0.236099397,12.5,0.9_12.5_T240_Repl6
240,0.9,0.2,7,0.17151093,40420000,300600000,0.118526773,12.5,0.9_12.5_T240_Repl7
240,0.9,0.2,8,0.236479576,57920000,275800000,0.173558672,12.5,0.9_12.5_T240_Repl8
240,0.9,0.43,1,0.14230948,20380000,334880000,0.057366436,12.5,0.9_12.5_T240_Repl1
240,0.9,0.43,2,0.234330092,37940000,296520000,0.113436584,12.5,0.9_12.5_T240_Repl2
240,0.9,0.43,3,0.293134011,77380000,251940000,0.234969027,12.5,0.9_12.5_T240_Repl3
240,0.9,0.43,4,0.141311893,22020000,330580000,0.062450369,12.5,0.9_12.5_T240_Repl4
240,0.9,0.43,5,0.215859557,50160000,284380000,0.149937227,12.5,0.9_12.5_T240_Repl5
240,0.9,0.43,6,0.129946095,20680000,337580000,0.057723441,12.5,0.9_12.5_T240_Repl6
240,0.9,0.43,7,0.175939671,33460000,311240000,0.097069916,12.5,0.9_12.5_T240_Repl7
240,0.9,0.43,8,0.102673427,22820000,330980000,0.064499717,12.5,0.9_12.5_T240_Repl8
240,0.9,0.93,1,0.240747416,47900000,278160000,0.146905478,12.5,0.9_12.5_T240_Repl1
240,0.9,0.93,2,0.195136705,92980000,220420000,0.296681557,12.5,0.9_12.5_T240_Repl2
240,0.9,0.93,3,0.248748719,52060000,288100000,0.153045626,12.5,0.9_12.5_T240_Repl3
